ENA_Run	COG_ID
ERR4459231	CAMB-75D1E
ERR4459306	CAMB-75D2D
ERR4459212	CAMB-75D3C
ERR4459303	CAMB-75D4B
ERR4459200	CAMB-75D5A
ERR4459160	CAMB-75D69
ERR4459189	CAMB-75D78
ERR4459344	CAMB-75D87
ERR4459210	CAMB-75D96
ERR4459227	CAMB-75DA5
ERR4459381	CAMB-75DB4
ERR4459391	CAMB-75DC3
ERR4459146	CAMB-75DD2
ERR4459249	CAMB-75DE1
ERR4459374	CAMB-75DF0
ERR4459269	CAMB-75E0C
ERR4459338	CAMB-75E1B
ERR4459220	CAMB-75E2A
ERR4459197	CAMB-75E39
ERR4459279	CAMB-75E48
ERR4459380	CAMB-75E57
ERR4459152	CAMB-75E66
ERR4459267	CAMB-75E75
ERR4459188	CAMB-75E93
ERR4459293	CAMB-75EA2
ERR4459354	CAMB-75EB1
ERR4459275	CAMB-75EDF
ERR4459377	CAMB-75EEE
ERR4459360	CAMB-75EFD
ERR4459244	CAMB-75F27
ERR4459147	CAMB-75F36
ERR4459264	CAMB-75F45
ERR4459281	CAMB-75F54
ERR4459166	CAMB-75F63
ERR4459228	CAMB-75F72
ERR4459292	CAMB-75F81
ERR4459153	CAMB-75F90
ERR4459297	CAMB-75FBE
ERR4459237	CAMB-75FCD
ERR4459363	CAMB-75FDC
ERR4459273	CAMB-75FEB
ERR4459327	CAMB-75FFA
ERR4459298	CAMB-76005
ERR4459325	CAMB-76023
ERR4413651	CAMB-76041
ERR4413609	CAMB-76050
ERR4413552	CAMB-7606F
ERR4413730	CAMB-7607E
ERR4413665	CAMB-7608D
ERR4459287	CAMB-7609C
ERR4413634	CAMB-760AB
ERR4413725	CAMB-760BA
ERR4413736	CAMB-760C9
ERR4459159	CAMB-760D8
ERR4413654	CAMB-760E7
ERR4459144	CAMB-760F6
ERR4413645	CAMB-76102
ERR4459156	CAMB-76111
ERR4413711	CAMB-76120
ERR4413675	CAMB-7614E
ERR4459204	CAMB-7615D
ERR4413670	CAMB-7616C
ERR4459347	CAMB-7617B
ERR4459192	CAMB-7618A
ERR4459178	CAMB-761A8
ERR4459271	CAMB-761B7
ERR4459315	CAMB-761C6
ERR4459335	CAMB-761D5
ERR4459294	CAMB-761E4
ERR4459301	CAMB-761F3
ERR4459295	CAMB-7620F
ERR4413662	CAMB-7621E
ERR4459243	CAMB-7622D
ERR4459324	CAMB-7624B
ERR4459209	CAMB-76269
ERR4459142	CAMB-76278
ERR4459219	CAMB-76287
ERR4459320	CAMB-762A5
ERR4459246	CAMB-762B4
ERR4459375	CAMB-762C3
ERR4459239	CAMB-762D2
ERR4459296	CAMB-762E1
ERR4459208	CAMB-762F0
ERR4459169	CAMB-7630C
ERR4413612	CAMB-7631B
ERR4459184	CAMB-7632A
ERR4413714	CAMB-76339
ERR4459263	CAMB-76348
ERR4459285	CAMB-76366
ERR4459165	CAMB-76375
ERR4459221	CAMB-76384
ERR4459150	CAMB-76393
ERR4459282	CAMB-763A2
ERR4413674	CAMB-763B1
ERR4459186	CAMB-763C0
ERR4459230	CAMB-763EE
ERR4459283	CAMB-763FD
ERR4459323	CAMB-76409
ERR4413545	CAMB-76418
ERR4459343	CAMB-76427
ERR4459149	CAMB-76445
ERR4459163	CAMB-76454
ERR4459242	CAMB-76463
ERR4413549	CAMB-76472
ERR4459143	CAMB-76481
ERR4459222	CAMB-76490
ERR4459312	CAMB-764CD
ERR4413610	CAMB-764DC
ERR4459164	CAMB-764EB
ERR4459336	CAMB-764FA
ERR4459234	CAMB-76506
ERR4459358	CAMB-76515
ERR4459290	CAMB-76524
ERR4413712	CAMB-76533
ERR4459378	CAMB-76542
ERR4459199	CAMB-76551
ERR4459240	CAMB-76560
ERR4413739	CAMB-7657F
ERR4413721	CAMB-7658E
ERR4459252	CAMB-7659D
ERR4413677	CAMB-765AC
ERR4413561	CAMB-765BB
ERR4413727	CAMB-765CA
ERR4459330	CAMB-765E8
ERR4459376	CAMB-765F7
ERR4413621	CAMB-76603
ERR4459233	CAMB-76612
ERR4459232	CAMB-76621
ERR4413613	CAMB-76630
ERR4459319	CAMB-7664F
ERR4413697	CAMB-7666D
ERR4413595	CAMB-7667C
ERR4459373	CAMB-7668B
ERR4413729	CAMB-766B8
ERR4459349	CAMB-766C7
ERR4459304	CAMB-766D6
ERR4459389	CAMB-766E5
ERR4459300	CAMB-766F4
ERR4459213	CAMB-7672E
ERR4459308	CAMB-7673D
ERR4459135	CAMB-7674C
ERR4459260	CAMB-7675B
ERR4459276	CAMB-7676A
ERR4459329	CAMB-76779
ERR4459215	CAMB-76797
ERR4459274	CAMB-767A6
ERR4459235	CAMB-767B5
ERR4459310	CAMB-767C4
ERR4459225	CAMB-767D3
ERR4459261	CAMB-767E2
ERR4459379	CAMB-767F1
ERR4459340	CAMB-7680D
ERR4459370	CAMB-7681C
ERR4459148	CAMB-7682B
ERR4459385	CAMB-7683A
ERR4459145	CAMB-76849
ERR4459351	CAMB-76858
ERR4459190	CAMB-76867
ERR4459352	CAMB-76876
ERR4459196	CAMB-76885
ERR4459162	CAMB-76894
ERR4459226	CAMB-768A3
ERR4459223	CAMB-768B2
ERR4459326	CAMB-768C1
ERR4459201	CAMB-768D0
ERR4459253	CAMB-768EF
ERR4459345	CAMB-768FE
ERR4459238	CAMB-7690A
ERR4459278	CAMB-76919
ERR4459132	CAMB-76928
ERR4459151	CAMB-76937
ERR4459198	CAMB-76955
ERR4459316	CAMB-76964
ERR4459332	CAMB-76973
ERR4459270	CAMB-76982
ERR4459307	CAMB-76991
ERR4459371	CAMB-769A0
ERR4459202	CAMB-769BF
ERR4459171	CAMB-769CE
ERR4459174	CAMB-769DD
ERR4459236	CAMB-769EC
ERR4459179	CAMB-769FB
ERR4459337	CAMB-76A16
ERR4459339	CAMB-76A25
ERR4459255	CAMB-76A34
ERR4459205	CAMB-76A61
ERR4459311	CAMB-76A70
ERR4459194	CAMB-76A8F
ERR4459368	CAMB-76A9E
ERR4459258	CAMB-76AAD
ERR4459185	CAMB-76ABC
ERR4459361	CAMB-76ACB
ERR4459224	CAMB-76ADA
ERR4459348	CAMB-76AE9
ERR4459356	CAMB-76AF8
ERR4459317	CAMB-76B04
ERR4459193	CAMB-76B13
ERR4459172	CAMB-76B22
ERR4459280	CAMB-76B31
ERR4459250	CAMB-76B40
ERR4459259	CAMB-76B5F
ERR4459305	CAMB-76B6E
ERR4459137	CAMB-76B7D
ERR4459170	CAMB-76B8C
ERR4459141	CAMB-76B9B
ERR4459382	CAMB-76BB9
ERR4459367	CAMB-76BC8
ERR4459314	CAMB-76BD7
ERR4459328	CAMB-76BE6
ERR4459369	CAMB-76C01
ERR4459289	CAMB-76C2F
ERR4459161	CAMB-76C3E
ERR4459157	CAMB-76C4D
ERR4459257	CAMB-76C5C
ERR4459133	CAMB-76C6B
ERR4459342	CAMB-76C7A
ERR4459182	CAMB-76C89
ERR4459309	CAMB-76C98
ERR4459284	CAMB-76CA7
ERR4459291	CAMB-76CB6
ERR4459254	CAMB-76CC5
ERR4459245	CAMB-76CD4
ERR4459333	CAMB-76CE3
ERR4459265	CAMB-76CF2
ERR4459362	CAMB-76D0E
ERR4413720	CAMB-76D2C
ERR4413604	CAMB-76D4A
ERR4413732	CAMB-76D68
ERR4413553	CAMB-76D86
ERR4413656	CAMB-76DA4
ERR4413577	CAMB-76DC2
ERR4413547	CAMB-76DE0
ERR4413680	CAMB-76E0B
ERR4413601	CAMB-76E29
ERR4413591	CAMB-76E65
ERR4413542	CAMB-76E83
ERR4413717	CAMB-76EA1
ERR4413728	CAMB-76ECF
ERR4413710	CAMB-76EED
ERR4413650	CAMB-76F26
ERR4413724	CAMB-770D7
ERR4413582	CAMB-770E6
ERR4413598	CAMB-770F5
ERR4413556	CAMB-77101
ERR4413636	CAMB-77110
ERR4413538	CAMB-7712F
ERR4413639	CAMB-7714D
ERR4413619	CAMB-7715C
ERR4413572	CAMB-7716B
ERR4413663	CAMB-7717A
ERR4413603	CAMB-77189
ERR4413559	CAMB-77198
ERR4413694	CAMB-771A7
ERR4413698	CAMB-771B6
ERR4413534	CAMB-771C5
ERR4413571	CAMB-771E3
ERR4413723	CAMB-771F2
ERR4413585	CAMB-7720E
ERR4413596	CAMB-7721D
ERR4413722	CAMB-7724A
ERR4413564	CAMB-77259
ERR4413578	CAMB-77268
ERR4413532	CAMB-77277
ERR4413587	CAMB-77286
ERR4413689	CAMB-77295
ERR4413630	CAMB-772A4
ERR4413583	CAMB-772B3
ERR4413555	CAMB-772C2
ERR4413622	CAMB-772D1
ERR4413693	CAMB-772E0
ERR4413638	CAMB-772FF
ERR4413705	CAMB-7730B
ERR4413586	CAMB-7731A
ERR4204010	CAMB-77329
ERR4413653	CAMB-77338
ERR4413614	CAMB-77347
ERR4413719	CAMB-77365
ERR4413580	CAMB-77374
ERR4413567	CAMB-77383
ERR4413660	CAMB-77392
ERR4413550	CAMB-773A1
ERR4413592	CAMB-773B0
ERR4413667	CAMB-773CF
ERR4413691	CAMB-773DE
ERR4413701	CAMB-773ED
ERR4413678	CAMB-77417
ERR4413576	CAMB-77426
ERR4413565	CAMB-77444
ERR4413568	CAMB-77453
ERR4413704	CAMB-77462
ERR4413700	CAMB-77480
ERR4413626	CAMB-7749F
ERR4413655	CAMB-774AE
ERR4413709	CAMB-774BD
ERR4413696	CAMB-774CC
ERR4413672	CAMB-774DB
ERR4413618	CAMB-774F9
ERR4413546	CAMB-77505
ERR4413735	CAMB-77523
ERR4413563	CAMB-77532
ERR4413543	CAMB-77541
ERR4413658	CAMB-77550
ERR4413605	CAMB-7756F
ERR4413536	CAMB-7757E
ERR4413608	CAMB-7758D
ERR4413579	CAMB-775AB
ERR4413551	CAMB-775BA
ERR4413679	CAMB-775D8
ERR4413562	CAMB-775E7
ERR4413533	CAMB-775F6
ERR4413625	CAMB-77602
ERR4413554	CAMB-77620
ERR4413684	CAMB-7763F
ERR4413628	CAMB-7764E
ERR4413560	CAMB-7765D
ERR4413569	CAMB-7766C
ERR4413632	CAMB-7767B
ERR4413646	CAMB-7768A
ERR4413740	CAMB-776A8
ERR4413707	CAMB-776B7
ERR4413652	CAMB-776C6
ERR4413615	CAMB-776D5
ERR4413575	CAMB-776E4
ERR4413566	CAMB-776F3
ERR4413616	CAMB-7772D
ERR4413702	CAMB-7774B
ERR4413623	CAMB-7775A
ERR4413589	CAMB-77769
ERR4413661	CAMB-77778
ERR4413706	CAMB-77796
ERR4413606	CAMB-777A5
ERR4413738	CAMB-777C3
ERR4413703	CAMB-777D2
ERR4413687	CAMB-777E1
ERR4413537	CAMB-777F0
ERR4413588	CAMB-7780C
ERR4413737	CAMB-7781B
ERR4413659	CAMB-7782A
ERR4413570	CAMB-77839
ERR4413641	CAMB-77848
ERR4413607	CAMB-77866
ERR4413695	CAMB-77875
ERR4413715	CAMB-77893
ERR4413699	CAMB-778A2
ERR4413644	CAMB-778B1
ERR4413640	CAMB-778C0
ERR4413648	CAMB-778DF
ERR4413620	CAMB-778EE
ERR4413686	CAMB-778FD
ERR4413633	CAMB-77909
ERR4413664	CAMB-77918
ERR4413676	CAMB-77927
ERR4413669	CAMB-77936
ERR4413548	CAMB-77954
ERR4413682	CAMB-77963
ERR4413611	CAMB-77972
ERR4413718	CAMB-77981
ERR4413731	CAMB-77990
ERR4413671	CAMB-779AF
ERR4413557	CAMB-779BE
ERR4413594	CAMB-779CD
ERR4413708	CAMB-779DC
ERR4413690	CAMB-779EB
ERR4413726	CAMB-77A15
ERR4459114	CAMB-77A24
ERR4413573	CAMB-77A33
ERR4459089	CAMB-77A42
ERR4413602	CAMB-77A51
ERR4459111	CAMB-77A60
ERR4413647	CAMB-77A7F
ERR4459125	CAMB-77A8E
ERR4413668	CAMB-77A9D
ERR4459086	CAMB-77AAC
ERR4413637	CAMB-77ABB
ERR4459092	CAMB-77ACA
ERR4413593	CAMB-77AD9
ERR4459099	CAMB-77AE8
ERR4413631	CAMB-77AF7
ERR4413666	CAMB-77B03
ERR4413574	CAMB-77B12
ERR4413627	CAMB-77B21
ERR4413716	CAMB-77B30
ERR4413635	CAMB-77B4F
ERR4413733	CAMB-77B5E
ERR4413685	CAMB-77B6D
ERR4413584	CAMB-77B7C
ERR4413657	CAMB-77B8B
ERR4459101	CAMB-77B9A
ERR4459113	CAMB-77BA9
ERR4459103	CAMB-77BC7
ERR4459104	CAMB-77BD6
ERR4459122	CAMB-77BE5
ERR4459110	CAMB-77C00
ERR4459082	CAMB-77C1F
ERR4459084	CAMB-77C2E
ERR4459123	CAMB-77C3D
ERR4459115	CAMB-77C4C
ERR4459083	CAMB-77C5B
ERR4459107	CAMB-77C6A
ERR4459085	CAMB-77C79
ERR4459126	CAMB-77C88
ERR4459081	CAMB-77C97
ERR4459093	CAMB-77CA6
ERR4459121	CAMB-77CB5
ERR4459117	CAMB-77CC4
ERR4459090	CAMB-77CD3
ERR4459094	CAMB-77CE2
ERR4459096	CAMB-77CF1
ERR4459100	CAMB-77D0D
ERR4459105	CAMB-77D1C
ERR4460007	CAMB-77D2B
ERR4459643	CAMB-77D3A
ERR4459098	CAMB-77D58
ERR4459119	CAMB-77D67
ERR4459095	CAMB-77D76
ERR4459128	CAMB-77D85
ERR4459108	CAMB-77DA3
ERR4459102	CAMB-77DB2
ERR4459124	CAMB-77DC1
ERR4459127	CAMB-77DD0
ERR4459088	CAMB-77DEF
ERR4459116	CAMB-77E0A
ERR4459129	CAMB-77E19
ERR4459080	CAMB-77E28
ERR4459106	CAMB-77E37
ERR4459921	CAMB-77E46
ERR4459091	CAMB-77E64
ERR4459087	CAMB-77E73
ERR4459636	CAMB-77E82
ERR4459725	CAMB-77E91
ERR4459786	CAMB-77EA0
ERR4459638	CAMB-77EBF
ERR4459641	CAMB-77ECE
ERR4459805	CAMB-77EDD
ERR4459758	CAMB-77EEC
ERR4459097	CAMB-77EFB
ERR4459619	CAMB-77F07
ERR4459120	CAMB-77F16
ERR4459637	CAMB-77F25
ERR4459112	CAMB-77F34
ERR4459807	CAMB-77F43
ERR4459847	CAMB-77F52
ERR4459720	CAMB-77F61
ERR4459948	CAMB-77F70
ERR4459763	CAMB-77F8F
ERR4459118	CAMB-77F9E
ERR4459589	CAMB-77FAD
ERR4459130	CAMB-77FBC
ERR4459595	CAMB-77FCB
ERR4459109	CAMB-77FDA
ERR4459831	CAMB-77FE9
ERR4459870	CAMB-77FF8
ERR4459746	CAMB-78003
ERR4459723	CAMB-78012
ERR4459728	CAMB-78030
ERR4459603	CAMB-7804F
ERR4459703	CAMB-7806D
ERR4459752	CAMB-7809A
ERR4459718	CAMB-780A9
ERR4459764	CAMB-780B8
ERR4459635	CAMB-780D6
ERR4459761	CAMB-7811F
ERR4459749	CAMB-7812E
ERR4459631	CAMB-7813D
ERR4459710	CAMB-7814C
ERR4459712	CAMB-7815B
ERR4459707	CAMB-7816A
ERR4459739	CAMB-78179
ERR4459744	CAMB-78188
ERR4459820	CAMB-78AD8
ERR4459586	CAMB-78AF6
ERR4459711	CAMB-78B02
ERR4459608	CAMB-78B11
ERR4459678	CAMB-78B20
ERR4459659	CAMB-78B3F
ERR4459652	CAMB-78B4E
ERR4459647	CAMB-78B5D
ERR4459845	CAMB-78B8A
ERR4459650	CAMB-78B99
ERR4459865	CAMB-78BA8
ERR4459785	CAMB-78BB7
ERR4459787	CAMB-78BD5
ERR4459751	CAMB-78BF3
ERR4459759	CAMB-78C0F
ERR4459803	CAMB-78C1E
ERR4459670	CAMB-78C2D
ERR4459671	CAMB-78C4B
ERR4459738	CAMB-78C5A
ERR4459762	CAMB-78C69
ERR4459716	CAMB-78C78
ERR4459724	CAMB-78C87
ERR4459668	CAMB-78C96
ERR4459821	CAMB-78CA5
ERR4459771	CAMB-78CB4
ERR4459750	CAMB-78CC3
ERR4459602	CAMB-78CE1
ERR4459695	CAMB-78CF0
ERR4459879	CAMB-78D0C
ERR4459627	CAMB-78D1B
ERR4459966	CAMB-78D2A
ERR4459817	CAMB-78D39
ERR4459945	CAMB-78D48
ERR4459604	CAMB-78D75
ERR4459843	CAMB-78D84
ERR4459682	CAMB-78D93
ERR4459857	CAMB-78DA2
ERR4459715	CAMB-78DB1
ERR4459886	CAMB-78DC0
ERR4459958	CAMB-78DDF
ERR4459985	CAMB-78DEE
ERR4459839	CAMB-78DFD
ERR4459869	CAMB-78E09
ERR4459889	CAMB-78E27
ERR4459896	CAMB-78E36
ERR4459887	CAMB-78E45
ERR4459834	CAMB-78E54
ERR4459939	CAMB-78E72
ERR4459867	CAMB-78E90
ERR4460000	CAMB-78EAF
ERR4459878	CAMB-78EEB
ERR4460029	CAMB-78F24
ERR4459871	CAMB-78F33
ERR4460011	CAMB-78F42
ERR4459792	CAMB-78F60
ERR4459698	CAMB-78F7F
ERR4459776	CAMB-78F9D
ERR4459699	CAMB-78FAC
ERR4459598	CAMB-78FD9
ERR4459617	CAMB-78FF7
ERR4459876	CAMB-79002
ERR4459601	CAMB-79011
ERR4460015	CAMB-79020
ERR4459585	CAMB-7903F
ERR4459827	CAMB-7904E
ERR4459613	CAMB-7905D
ERR4459991	CAMB-7906C
ERR4459770	CAMB-7907B
ERR4459931	CAMB-7908A
ERR4459756	CAMB-79099
ERR4459676	CAMB-790B7
ERR4459591	CAMB-790C6
ERR4459697	CAMB-790D5
ERR4459640	CAMB-790E4
ERR4459808	CAMB-790F3
ERR4459730	CAMB-7911E
ERR4459760	CAMB-7912D
ERR4459679	CAMB-7913C
ERR4459823	CAMB-7915A
ERR4459736	CAMB-79178
ERR4459684	CAMB-79196
ERR4459713	CAMB-791A5
ERR4459607	CAMB-791B4
ERR4459626	CAMB-791C3
ERR4459726	CAMB-791D2
ERR4459660	CAMB-791F0
ERR4459793	CAMB-7920C
ERR4459593	CAMB-7922A
ERR4459654	CAMB-79239
ERR4459811	CAMB-79248
ERR4459665	CAMB-79257
ERR4459769	CAMB-79266
ERR4459729	CAMB-79275
ERR4459775	CAMB-79284
ERR4459706	CAMB-792A2
ERR4459664	CAMB-792C0
ERR4459804	CAMB-792EE
